Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
optimal-calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Calm_Benefit.png?v=1770394919,2,Calm_Benefit.PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/calmSupfacts2024.png?v=1770334988,3,supplement facts for Optimal Calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-Calm-2023.png?v=1770334988,4,Image of a bottle of Optimal Calm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-OtoN-Calm-2024.png?v=1770334988,5,Picture of the old bottle of Optimal Calm pointing to the new bottle with a green arrow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-boneplus-calcium,Optimal BonePlus Calcium,"<div><iframe src=""https://www.youtube.com/embed/GIOL5ZGS-_s"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen title=""Optimal BonePlus Calcium Whole Food Supplement | OHS""></iframe></div>
    <h3>Safe Bone Health Supplements Do Exist</h3>
    <p>You’ll find conflicting research on the efficacy of supplementing with calcium for bone health. The truth is you need a combination of nutrients to not only absorb the calcium, but also make sure it goes into your bones and not into your blood stream or sit in your arteries.<br><br>There are quite a few calcium supplements on the market, but the big problem is they’re all synthetic, cheap imitations of what nature produces. Calcium needs to be organic to be safe and effective. The molecules to be bound to amino acids so they’re bioavailable.<br><br>Optimal BonePlus Calcium contains the only patented form of calcium: amino acid chelated calcium (means it’s organic). It’s also absorbed 200% more than other calciums, and is the safest and most effective calcium on the market.Sedentary lifestyles and lack of load-bearing exercise (strength training), along with diminished amounts of calcium in foods today and the consumption of carbonated drinks, laxatives, white flour and other mineral-depleting substances are just some of the factors that have combined to make osteoporosis the fastest rising disease in America. Sodas, processed foods, and so on pull calcium from bones.<br><br>Osteoporosis—characterized by brittling and weakening of the bones—is the third leading cause of death in America. Called a “silent killer,"" osteoporosis is on the rise with over 40,000 women dying from related fractures each year.<br><br>Osteoporosis robs bones of strength and density. A bump, fall or even a hug can result in painful, broken bones. Osteoporosis is responsible for over 1.5 million fractures per year and over $38 million a day is spent on treatment.<br><br>Our sedentary and low-calcium lives are major contributors in the rising numbers of osteoporosis-stricken individuals. 1 in 8 men and 1 in 2 women will sustain a fracture because of it, with 24% of those being crippling.<br><br>Taking Tums™ or other common forms of calcium is ineffective, harmful, and doesn’t promote bone health. Optimal BonePlus™ Calcium’s ingredients not only can stop osteoporosis; it can reverse bone loss. There has been little hope, until the formulation of this supplement.</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Bottle, Bulk Discountable, Direct Script, HP Line Order, Monthly Special, Standard Size, Tier 1 - Retail, Visibility - All",true,Title,Default Title,,,,,,,,655705123136,90.718474,shopify,250,deny,manual,35.00,,true,true,,,,,655705123136,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-BoneCalciumplus-2023.png?v=1721153837,1,"Image of a bottle of Optimal BonePlus Calcium with a bowl of peas, a bowl of blueberries, and 3 apples around the bottle.",false,Optimal BonePlus | Optimal Health Systems,,,,,,,,,,,,,Key Building Blocks for Strong Bones,,,,295,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Vegetarian
Whole Food","A healthy blend using the most absorbable form of calcium
Contains ipriflavone which promotes bone formation and strength
Absorbed 200% more than other calciums
Helps with osteoporosis",90,15,Capsules,Take 6 capsule daily or as directed.,optimal-boneplus-calcium-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product,,peas; lentils; spinach,,sample-optimal-boneplus-calcium,ws-optimal-boneplus-calcium,,,,,,,,,,,optimal-acute; optimal-chronic; optimal-fruit-and-veggie-plus,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
optimal-boneplus-calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Boneplus_Benefit_PNG.png?v=1770333869,2,Boneplus Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-boneplus-calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Boneplus.png?v=1759951325,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-boneplus-calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-BonePLus-2023.png?v=1759951324,4,Image of a bottle of Optimal BlonePlus Calcium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-boneplus-calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/BonePlus-Calcium-Supplement-Facts-800.png?v=1759951324,5,Optimal BonePlus Calcium Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-boneplus-calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-OtoN-BonePlus-Calcium-2024.png?v=1759951324,6,Bone Plus Calcium product rebranded label update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-bff,Optimal BFF,"<p>Optimal BFF contains over 50 game-changing ingredients proven to nutritionally support restoration of artery health, youthful blood flow and helping to protect you from related diseases. <em>The ingredients in Optimal B.F.F. can literally turn your health around within minutes thanks to a huge boost of methylation, anabolism, and nitric oxide that dramatically increase your blood vessel flexibility and blood flow.<br></em><br>Don’t fall into the trap of thinking you’re fine. Research shows that blood flow starts declining by your thirties, healthy or not.<br><br>So, don’t ignore the early warning signs. They may be your ONLY signs… Part of the aging process means a steady decline in many bodily functions and processes, including circulation.<br><br><strong>We experience telltale early signs via:</strong></p>
<ul role=""list"">
<li>Poor circulation</li>
<li>High blood pressure</li>
<li>Brain fog</li>
<li>Achy joints<br>
</li>
<li>Cold hands and feet<br>
</li>
<li>Numbness</li>
<li>And more<br>
</li>
</ul>
<p>And if your circulation has been struggling for a while, it manifests as coronary artery disease, pulmonary disease, nervous system issues, Raynaud’s disease, kidney damage, hypertension, stroke, and so on.<br><br>Remember, research shows N-O levels start dropping in your 30’s, meaning it’s down 75% by your 70’s. So, the poorer your health, the faster the decline. Poor circulation makes you prone to a gradual buildup of plaque in your arteries. It’s so gradual that it can take decades before you notice what’s happened--usually in the form of a heart attack.<br><br>Statistically, that’s the only warning most people ever get.<br><br>“In more than 50% of people with heart disease, a sudden, unpredicted, deadly heart attack is the first sign of heart disease,” said Nathan Bryant, Ph.D., Author, The Nitric Oxide (NO) Solution.<br><br>Your body depends on your circulatory health when it comes to getting enough oxygen. Perhaps the most important thing your body needs is oxygen, so this isn’t just a blood flow issue. If your cells don’t receive an adequate supply of oxygen, you’re not going to reach or maintain optimal health no matter what you do.<br><br>You can turn this situation around by supplementing with nutrients that boost nitric oxide.<br><br>We believe Optimal BFF (previously named ""Optimal Opti-BFF"") is the most advanced blood vessel flexibility formula, combining nitrates from creatine nitrate, fruits and vegetables to create a fountain of Nitric Oxide in your endothelium and an army of antioxidants to protect N-O. On top of that, the promotion of methylation from creatine helps slow the aging process and keep cellular processes at optimal functioning, along with stopping muscle loss and keep you strong.<br><br>This formula also contains natural caffeine from green tea to help perk you up and further aid disease-preventing circulation. All together this means:<br>One powerful formula with over 50 game-changing ingredients proven to restore artery health, thus restoring youthful blood flow and protecting you from related diseases.<br><br>The benefits of all these ingredients put together:</p>
<ul role=""list"">
<li>Increase N-O levels in minutes<br>
</li>
<li>Blood flow like that from the days of your youth<br>
</li>
<li>More oxygen circulation<br>
</li>
<li>Better lung capacity<br>
</li>
<li>Warmer extremities<br>
</li>
<li>Stronger immune system<br>
</li>
<li>Reduced inflammation<br>
</li>
<li>Lower LDL cholesterol<br>
</li>
<li>Healthy aging<br>
</li>
<li>Healthier heart<br>
</li>
<li>Healthier hair and skin<br>
</li>
</ul>
<h3>The Nobel Prize-Winning Molecule<br>
</h3>
<p>Nitric Oxide (N-O) is a gas produced in every tissue and organ in your body, specifically in the lining of your blood vessels. This gas triggers a chemical reaction that tells arteries to relax, which leads to increased oxygen and blood flow. Poor circulation leads to so many health problems because blood is what transports oxygen, nutrients, water, and hormones all over your body. Reversing this with N-O is the simple, safe, and effective approach.<br><br>It helps boost oxygen levels, which means energy levels go up, ensures nutrient and delivery, which means faster repair and excellent recovery, and your risk of multiple health issues just about vanishes.<br><br>You see, when your blood doesn’t flow freely, your body undergoes similar die-off. Without adequate blood flow, your body doesn’t receive the oxygen and nutrients it needs to flourish. It slowly withers like a dying plant.<br><br>When your body senses sluggish blood flow, it tells your heart to pump harder. The poorer the flow, the harder your heart works, and the higher your blood pressure. If this vicious cycles goes on too long, you suffer cardiac events. There’s no telling when your heart will finally give out, but give out it will if you don’t do anything about it.</p>
<h3>The Magic of N-O<br>
</h3>
<p>You can divert your health away from such an impending disaster by giving your body the nutrients it needs to clear out plaque buildup and restore optimal blood flow. The ingredients in Optimal B.F.F. do just that, and start working quicker than you might think.<br><br>You may experience anything from an energy boost, warmer extremities, or even better focus. It varies from person to person, depending on where the problem areas are, but everyone will experience dramatic improvement in circulation after boosting Nitric Oxide.<br><br>You know how food either gives you immediate energy, or stores it for later use? Like how chocolate gives you a sugar rush, but athletes will eat a pasta dinner the night before a game? Well, N-O is the nutrient equivalent of a sugar rush without the side effects. Your body can’t store it, and it doesn’t last long in your system.<br><br>Now, most N-O is produced from an amino acid called L-Arginine, BUT the catch is, as you age, your body doesn’t produce as much. So, although Arginine and Citrulline are great at helping with Growth Hormone, it isn’t always effective at boosting N-O as we age, and there are more powerful nutrients.<br><br>The synergistic trio of nutrients in Optimal B.F.F. help boost nitric oxide levels in your endothelium within the lining of your arteries and blood vessels. This boost triggers your arteries to relax and become more flexible, which means restoring healthy blood flow and clearing out plaque hardening and stiffening your arteries.</p>
<h3>The Three Facets of Flexible Blood Vessels &amp; Great Blood Flow</h3>
<p><em>1. Nitric Oxide: Natural Vasolidators from Fruits, Vegetables &amp; Creatine Nitrate<br></em><br>If blood flow's weakest point is near your heart, it develops into coronary artery disease. If it’s around your lungs, then it’s pulmonary disease. Or if blood struggling to reach your brain, you’re well on your way to getting a stroke. The list goes on and on. No matter the problem area when it comes to poor circulation, nitric oxide levels are almost always low.<br><br>Food nitrates are perhaps the most important nutrients you can give your body to boost N-O levels and turn your health around. Optimal B.F.F. works its magic to boost N-O dramatically to ALL organs, meaning it can function as a natural Viagra. Viagra works off increased blood flow by increasing N-O levels.<br><br>Not only do bodybuilders and athletes use it for improved vascularity, performance, and circulation, it works quickly and is non-hormonal, meaning it’s safe to use consistently.<br><br>Nitrates like the ones found in foods like beets and berries increases blood flow by helping your blood vessels expand. And when your blood is flowing freely, that means every last organ in your body is functioning better, which in turn means your risk for disease takes a nosedive.<br><br>Don’t chase around symptoms. Instead, treat your whole body at once and give it the nutrients it needs to heal and maintain optimal health by increasing nitric oxide levels.<br><br><strong>Get In-the-Know on Homocysteine<br></strong>Homocysteine is a chemical we all have in our blood. However, elevated levels can cause blood vessel irritation, showing an increased risk for atherosclerosis, which can lead to a heart attack or stroke, or blood clots.<br><br>You can correct homocysteine levels by eating more antioxidant-rich fruits like the ones found in this formula, which in turn helps increase N-O to levels that can effectively decrease homocysteine. Research shows that both Creatine and nitrate-rich raw fruits and vegetables help lower homocysteine by 15%.<br><br><em>2. Creatine: Methylation &amp; Anabolism<br></em>Creatine Nitrate can be considered the rockstar nutrient when it comes to promoting blood vessel flexibility and excellent blood flow. In addition to helping your body produce N-O, it’s an excellent catalyst for promoting methylation and anabolism.<br><br>Methylation is a process that adds select molecules to various components of proteins, DNA, and so on so they all function correctly and efficiently. A great example is serotonin, the feel-good brain chemical. If not methylated, it becomes dormant and leads to depression and anxiety. Creatine donates the select molecules your body needs to promote methylation.<br><br>Methylation is a vital metabolic process that happens in every cell and every organ of our body. Life would not exist without it.<br><br>These normal reactions occur billions of times every second but, like N-O levels, it decreases as you age. So, if you improve methylation, you improve function and overall health and wellness. You can make this easier by pumping yourself with an effective dose of Creatine.<br><br>Methylation is hugely important when it comes to the brief life span of N-O. And remember, your body can’t store N-O like it can other nutrients, so you have to create a biological environment for N-O to last long enough to get your arteries and blood vessels to relax and let blood flow.<br><br>Anabolism is the scientific term for the biological state of muscle growth. Your body is constantly breaking things down and building back up. However, when it comes to muscle, it’s easy for the body to consider muscle mass expendable for the sake of creating energy. This leads to weakness, poor posture, slower metabolism, and lowered immunity.<br><br>Creatine is a key nutrient when it comes to promoting muscle strength. Since your heart doesn’t take a break and is made up of muscle tissue and a network of blood vessels, you want your heart to stay strong and healthy.<br><br>Creatine has been proven to act as an antioxidant, promote proper muscle pH, and help with hydration at the cellular level, three things your body needs to repair and grow muscles, thus stay strong and keep your heart healthy.<br><br>Methylation and anabolism go hand-in-hand, which is why Creatine is insanely popular in the fitness and athletics world. Creatine provides the nutrients necessary to promote methylation, which in turn promotes strong muscles. This cycle leads to better blood vessel flexibility, better blood flow, and a healthy vascular system. And with all that being healthier, your risk for dozens of diseases takes a sharp drop.<br><br>Hundreds of studies show the benefits of Creatine:<br></p>
<ul role=""list"">
<li>Increased muscle strength and size<br>
</li>
<li>Enhanced recovery<br>
</li>
<li>Improved speed performance<br>
</li>
<li>Enhances brain function<br>
</li>
</ul>
<p><em><br>3. Antioxidants: Total Protection from Free Radicals<br></em>The ingredients that boost the nutrients in this formula to rock star status are the antioxidants from 35 fruits and vegetables per chewable. These fruits are full of nitrates, which are converted into N-O in your body. The antioxidants also protect N-O molecules from free radicals, helping prolong the boost and increase the formula’s efficacy.<br><br>Bearing the need for antioxidants in mind, 100 mg of antioxidant-rich phytonutrients are packed into every chewable, ensuring N-O molecules are fully protected from all five types of free radicals.<br><br>This means seriously cutting down on free radicals in your blood and arteries.<br><br>N-O is a free radical magnet because oxygen is present. Free radicals love to steal the very breath from cells and tear them apart. You can’t entirely get away from them. They’re a part of life. And since N-O excels at attracting free radicals, it needs a strong line of antioxidants ready to defend it.<br><br>In order for that defense to be strong, it needs to be able to neutralize all five free radicals: Peroxyl, Hydroxyl, Peroxynitrite, Superoxide Anion, and Singlet Oxygen. Yes, they have big, crazy names, but they can deal damage that matches their namesake. To beat such a foe and keep N-O alive long enough to be effective, you need powerful, proven fruits and vegetables like the ones in Optimal B.F.F.<br><br>This formula contains 35 fruits and vegetables picked at the peak of ripeness, like pineapple, strawberry, noni, coffee berry, broccoli sprouts, acerola cherry, camu camu, and more. Also, organic juices, like raspberry, cranberry, strawberry, blackberry, and carrot, are added for their high ORAC value. All these ingredients remain completely raw with all their enzymes, vitamins, and minerals intact.<br><br>Can the benefits of including antioxidant phytonutrients be overstated? No. The antioxidant blend in this formula boosts N-O levels by 99%!</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Best Seller, Bottle, Bulk Discountable, Direct Script, HP Line Order, Standard Size, Tier 1 - Retail, TruShield, Visibility - All",true,Title,Default Title,,,,,,,,619587047874,285.7631931,shopify,0,deny,manual,52.00,,true,true,,,,,619587047874,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-BFF-2023.png?v=1698166217,1,"Image of a bottle of Optimal B.F.F. with mango, spinach, blueberries, and creatine nitrate powder.",false,Optimal BFF | Optimal Health Systems,,,,,,,,,,,,,Nutritional Support for Improving Heart and Blood Vessel Health,,,,132,"Dairy Free
Gluten Free
GMP
Non-GMO
Vegetarian
Whole Food
TruShield Certified","Food nitrates improve flexibility of blood vessels, supporting lower blood pressure
Natural caffeine provides boost in energy
Supports heart, muscle, and artery health",90,30,Tablets,Chew 3 tablets daily or as directed.,optimal-opti-bff-fact-cards,what-do-i-do-if-i-have-sensitive-teeth; how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product,"Energy
Longevity",creatine; antioxidant-blend,,sample-optimal-opti-bff,ws-optimal-bff,,,,,,,,,,,optimal-opti-nitric; nos-performance-paks; optimal-complete-nutrition-plus,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
optimal-bff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/B.F.F_Benefit_PNG.png?v=1770333976,2,B.F.F Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-bff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/B.F.F.png?v=1759946625,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-bff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/bff-new-supp-facts.png?v=1759946625,4,Optimal BFF Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-bff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-BFF-2023.png?v=1759946625,5,Image of a bottle of Optimal B.F.F..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
